sample_name	library_ID	title	library_strategy	library_source	library_selection	library_layout	platform	instrument_model	design_description	filetype	filename	filename2	filename3	filename4	assembly	fasta_file
HLB-A3-FH-3	Pinkey-Ashnet-HLB-A3-FH-3B_S32	r-DNA seq of soil microbiome from forest soil amended with wood ash	AMPLICON	METATRANSCRIPTOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"All soil samples were collected in June or July 2017 Due to logistical constraints, aside from ETM, HLB and ILK where two replicates were sampled from each block, one sample was collected from Each block within each site that was sampled. The fresh litter-moss layer (L), the Fermented-Humic (FH horizons) and upper mineral soil (MIN, 0-10 cm) were sampled separately. When L and FH layers could not be effectively separated during sampling, a pooled sample was taken (LFH). Litter-moss and FH components were sampled from a 15 x 15 cm frame, after which mineral soil was collected in a bleached 5cm diameter PVC pipe to a depth of 20cm. All sampling was completed with gloves to reduce cross-contamination. Samples were immediately frozen at -20?C  after sampling and held at that temperature until analysis. All samples were shipped to the Great Lakes Forestry Centre (Sault Ste. Marie) where soils were homogenized, and subsamples were aseptically taken for enzyme and barcoding analyses. One homogenized sample was taken for each treatment at each block of each site."	fastq	Pinkey-Ashnet-HLB-A3-FH-3B_S32_L001_R1_001.fastq.gz	Pinkey-Ashnet-HLB-A3-FH-3B_S32_L001_R2_001.fastq.gz				
HLB-A3-LM-3	Pinkey-Ashnet-HLB-A3-LM-3A_S29	r-DNA seq of soil microbiome from forest soil amended with wood ash	AMPLICON	METATRANSCRIPTOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"All soil samples were collected in June or July 2017 Due to logistical constraints, aside from ETM, HLB and ILK where two replicates were sampled from each block, one sample was collected from Each block within each site that was sampled. The fresh litter-moss layer (L), the Fermented-Humic (FH horizons) and upper mineral soil (MIN, 0-10 cm) were sampled separately. When L and FH layers could not be effectively separated during sampling, a pooled sample was taken (LFH). Litter-moss and FH components were sampled from a 15 x 15 cm frame, after which mineral soil was collected in a bleached 5cm diameter PVC pipe to a depth of 20cm. All sampling was completed with gloves to reduce cross-contamination. Samples were immediately frozen at -20?C  after sampling and held at that temperature until analysis. All samples were shipped to the Great Lakes Forestry Centre (Sault Ste. Marie) where soils were homogenized, and subsamples were aseptically taken for enzyme and barcoding analyses. One homogenized sample was taken for each treatment at each block of each site."	fastq	Pinkey-Ashnet-HLB-A3-LM-3A_S29_L001_R1_001.fastq.gz	Pinkey-Ashnet-HLB-A3-LM-3A_S29_L001_R2_001.fastq.gz				
HLB-A3-LM-3	Pinkey-Ashnet-HLB-A3-LM-3B_S30	r-DNA seq of soil microbiome from forest soil amended with wood ash	AMPLICON	METATRANSCRIPTOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"All soil samples were collected in June or July 2017 Due to logistical constraints, aside from ETM, HLB and ILK where two replicates were sampled from each block, one sample was collected from Each block within each site that was sampled. The fresh litter-moss layer (L), the Fermented-Humic (FH horizons) and upper mineral soil (MIN, 0-10 cm) were sampled separately. When L and FH layers could not be effectively separated during sampling, a pooled sample was taken (LFH). Litter-moss and FH components were sampled from a 15 x 15 cm frame, after which mineral soil was collected in a bleached 5cm diameter PVC pipe to a depth of 20cm. All sampling was completed with gloves to reduce cross-contamination. Samples were immediately frozen at -20?C  after sampling and held at that temperature until analysis. All samples were shipped to the Great Lakes Forestry Centre (Sault Ste. Marie) where soils were homogenized, and subsamples were aseptically taken for enzyme and barcoding analyses. One homogenized sample was taken for each treatment at each block of each site."	fastq	Pinkey-Ashnet-HLB-A3-LM-3B_S30_L001_R1_001.fastq.gz	Pinkey-Ashnet-HLB-A3-LM-3B_S30_L001_R2_001.fastq.gz				
HLB-A3-LM-4	Pinkey-Ashnet-HLB-A3-LM-4A_S71	r-DNA seq of soil microbiome from forest soil amended with wood ash	AMPLICON	METATRANSCRIPTOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"All soil samples were collected in June or July 2017 Due to logistical constraints, aside from ETM, HLB and ILK where two replicates were sampled from each block, one sample was collected from Each block within each site that was sampled. The fresh litter-moss layer (L), the Fermented-Humic (FH horizons) and upper mineral soil (MIN, 0-10 cm) were sampled separately. When L and FH layers could not be effectively separated during sampling, a pooled sample was taken (LFH). Litter-moss and FH components were sampled from a 15 x 15 cm frame, after which mineral soil was collected in a bleached 5cm diameter PVC pipe to a depth of 20cm. All sampling was completed with gloves to reduce cross-contamination. Samples were immediately frozen at -20?C  after sampling and held at that temperature until analysis. All samples were shipped to the Great Lakes Forestry Centre (Sault Ste. Marie) where soils were homogenized, and subsamples were aseptically taken for enzyme and barcoding analyses. One homogenized sample was taken for each treatment at each block of each site."	fastq	Pinkey-Ashnet-HLB-A3-LM-4A_S71_L001_R1_001.fastq.gz	Pinkey-Ashnet-HLB-A3-LM-4A_S71_L001_R2_001.fastq.gz				
HLB-A3-LM-4	Pinkey-Ashnet-HLB-A3-LM-4B_S72	r-DNA seq of soil microbiome from forest soil amended with wood ash	AMPLICON	METATRANSCRIPTOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"All soil samples were collected in June or July 2017 Due to logistical constraints, aside from ETM, HLB and ILK where two replicates were sampled from each block, one sample was collected from Each block within each site that was sampled. The fresh litter-moss layer (L), the Fermented-Humic (FH horizons) and upper mineral soil (MIN, 0-10 cm) were sampled separately. When L and FH layers could not be effectively separated during sampling, a pooled sample was taken (LFH). Litter-moss and FH components were sampled from a 15 x 15 cm frame, after which mineral soil was collected in a bleached 5cm diameter PVC pipe to a depth of 20cm. All sampling was completed with gloves to reduce cross-contamination. Samples were immediately frozen at -20?C  after sampling and held at that temperature until analysis. All samples were shipped to the Great Lakes Forestry Centre (Sault Ste. Marie) where soils were homogenized, and subsamples were aseptically taken for enzyme and barcoding analyses. One homogenized sample was taken for each treatment at each block of each site."	fastq	Pinkey-Ashnet-HLB-A3-LM-4B_S72_L001_R1_001.fastq.gz	Pinkey-Ashnet-HLB-A3-LM-4B_S72_L001_R2_001.fastq.gz				
HLB-A3-MIN-3	Pinkey-Ashnet-HLB-A3-MIN-3A_S33	r-DNA seq of soil microbiome from forest soil amended with wood ash	AMPLICON	METATRANSCRIPTOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"All soil samples were collected in June or July 2017 Due to logistical constraints, aside from ETM, HLB and ILK where two replicates were sampled from each block, one sample was collected from Each block within each site that was sampled. The fresh litter-moss layer (L), the Fermented-Humic (FH horizons) and upper mineral soil (MIN, 0-10 cm) were sampled separately. When L and FH layers could not be effectively separated during sampling, a pooled sample was taken (LFH). Litter-moss and FH components were sampled from a 15 x 15 cm frame, after which mineral soil was collected in a bleached 5cm diameter PVC pipe to a depth of 20cm. All sampling was completed with gloves to reduce cross-contamination. Samples were immediately frozen at -20?C  after sampling and held at that temperature until analysis. All samples were shipped to the Great Lakes Forestry Centre (Sault Ste. Marie) where soils were homogenized, and subsamples were aseptically taken for enzyme and barcoding analyses. One homogenized sample was taken for each treatment at each block of each site."	fastq	Pinkey-Ashnet-HLB-A3-MIN-3A_S33_L001_R1_001.fastq.gz	Pinkey-Ashnet-HLB-A3-MIN-3A_S33_L001_R2_001.fastq.gz				
HLB-A3-MIN-3	Pinkey-Ashnet-HLB-A3-MIN-3B_S34	r-DNA seq of soil microbiome from forest soil amended with wood ash	AMPLICON	METATRANSCRIPTOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"All soil samples were collected in June or July 2017 Due to logistical constraints, aside from ETM, HLB and ILK where two replicates were sampled from each block, one sample was collected from Each block within each site that was sampled. The fresh litter-moss layer (L), the Fermented-Humic (FH horizons) and upper mineral soil (MIN, 0-10 cm) were sampled separately. When L and FH layers could not be effectively separated during sampling, a pooled sample was taken (LFH). Litter-moss and FH components were sampled from a 15 x 15 cm frame, after which mineral soil was collected in a bleached 5cm diameter PVC pipe to a depth of 20cm. All sampling was completed with gloves to reduce cross-contamination. Samples were immediately frozen at -20?C  after sampling and held at that temperature until analysis. All samples were shipped to the Great Lakes Forestry Centre (Sault Ste. Marie) where soils were homogenized, and subsamples were aseptically taken for enzyme and barcoding analyses. One homogenized sample was taken for each treatment at each block of each site."	fastq	Pinkey-Ashnet-HLB-A3-MIN-3B_S34_L001_R1_001.fastq.gz	Pinkey-Ashnet-HLB-A3-MIN-3B_S34_L001_R2_001.fastq.gz				
HLB-A4-FH-3	Pinkey-Ashnet-HLB-A4-FH-3A_S37	r-DNA seq of soil microbiome from forest soil amended with wood ash	AMPLICON	METATRANSCRIPTOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"All soil samples were collected in June or July 2017 Due to logistical constraints, aside from ETM, HLB and ILK where two replicates were sampled from each block, one sample was collected from Each block within each site that was sampled. The fresh litter-moss layer (L), the Fermented-Humic (FH horizons) and upper mineral soil (MIN, 0-10 cm) were sampled separately. When L and FH layers could not be effectively separated during sampling, a pooled sample was taken (LFH). Litter-moss and FH components were sampled from a 15 x 15 cm frame, after which mineral soil was collected in a bleached 5cm diameter PVC pipe to a depth of 20cm. All sampling was completed with gloves to reduce cross-contamination. Samples were immediately frozen at -20?C  after sampling and held at that temperature until analysis. All samples were shipped to the Great Lakes Forestry Centre (Sault Ste. Marie) where soils were homogenized, and subsamples were aseptically taken for enzyme and barcoding analyses. One homogenized sample was taken for each treatment at each block of each site."	fastq	Pinkey-Ashnet-HLB-A4-FH-3A_S37_L001_R1_001.fastq.gz	Pinkey-Ashnet-HLB-A4-FH-3A_S37_L001_R2_001.fastq.gz				
HLB-A4-FH-3	Pinkey-Ashnet-HLB-A4-FH-3B_S38	r-DNA seq of soil microbiome from forest soil amended with wood ash	AMPLICON	METATRANSCRIPTOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"All soil samples were collected in June or July 2017 Due to logistical constraints, aside from ETM, HLB and ILK where two replicates were sampled from each block, one sample was collected from Each block within each site that was sampled. The fresh litter-moss layer (L), the Fermented-Humic (FH horizons) and upper mineral soil (MIN, 0-10 cm) were sampled separately. When L and FH layers could not be effectively separated during sampling, a pooled sample was taken (LFH). Litter-moss and FH components were sampled from a 15 x 15 cm frame, after which mineral soil was collected in a bleached 5cm diameter PVC pipe to a depth of 20cm. All sampling was completed with gloves to reduce cross-contamination. Samples were immediately frozen at -20?C  after sampling and held at that temperature until analysis. All samples were shipped to the Great Lakes Forestry Centre (Sault Ste. Marie) where soils were homogenized, and subsamples were aseptically taken for enzyme and barcoding analyses. One homogenized sample was taken for each treatment at each block of each site."	fastq	Pinkey-Ashnet-HLB-A4-FH-3B_S38_L001_R1_001.fastq.gz	Pinkey-Ashnet-HLB-A4-FH-3B_S38_L001_R2_001.fastq.gz				
HLB-A4-LM-3	Pinkey-Ashnet-HLB-A4-LM-3A_S35	r-DNA seq of soil microbiome from forest soil amended with wood ash	AMPLICON	METATRANSCRIPTOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"All soil samples were collected in June or July 2017 Due to logistical constraints, aside from ETM, HLB and ILK where two replicates were sampled from each block, one sample was collected from Each block within each site that was sampled. The fresh litter-moss layer (L), the Fermented-Humic (FH horizons) and upper mineral soil (MIN, 0-10 cm) were sampled separately. When L and FH layers could not be effectively separated during sampling, a pooled sample was taken (LFH). Litter-moss and FH components were sampled from a 15 x 15 cm frame, after which mineral soil was collected in a bleached 5cm diameter PVC pipe to a depth of 20cm. All sampling was completed with gloves to reduce cross-contamination. Samples were immediately frozen at -20?C  after sampling and held at that temperature until analysis. All samples were shipped to the Great Lakes Forestry Centre (Sault Ste. Marie) where soils were homogenized, and subsamples were aseptically taken for enzyme and barcoding analyses. One homogenized sample was taken for each treatment at each block of each site."	fastq	Pinkey-Ashnet-HLB-A4-LM-3A_S35_L001_R1_001.fastq.gz	Pinkey-Ashnet-HLB-A4-LM-3A_S35_L001_R2_001.fastq.gz				
HLB-A4-LM-3	Pinkey-Ashnet-HLB-A4-LM-3B_S36	r-DNA seq of soil microbiome from forest soil amended with wood ash	AMPLICON	METATRANSCRIPTOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"All soil samples were collected in June or July 2017 Due to logistical constraints, aside from ETM, HLB and ILK where two replicates were sampled from each block, one sample was collected from Each block within each site that was sampled. The fresh litter-moss layer (L), the Fermented-Humic (FH horizons) and upper mineral soil (MIN, 0-10 cm) were sampled separately. When L and FH layers could not be effectively separated during sampling, a pooled sample was taken (LFH). Litter-moss and FH components were sampled from a 15 x 15 cm frame, after which mineral soil was collected in a bleached 5cm diameter PVC pipe to a depth of 20cm. All sampling was completed with gloves to reduce cross-contamination. Samples were immediately frozen at -20?C  after sampling and held at that temperature until analysis. All samples were shipped to the Great Lakes Forestry Centre (Sault Ste. Marie) where soils were homogenized, and subsamples were aseptically taken for enzyme and barcoding analyses. One homogenized sample was taken for each treatment at each block of each site."	fastq	Pinkey-Ashnet-HLB-A4-LM-3B_S36_L001_R1_001.fastq.gz	Pinkey-Ashnet-HLB-A4-LM-3B_S36_L001_R2_001.fastq.gz				
